Ratio.H.M.TotProt.R1.LOG2	Ratio.H.M.TotProt.R2.LOG2	Ratio.H.M.TotProt.R3.LOG2	T-test Significant 	Median_Log2.H.E.	p.value	t.statistic	-Log T-test p-value 	T-test q-value 	T-test Difference 	Protein.ID	Protein.Names	Gene.Name
-0.270000010728836	-0.758000016212463	-0.513999998569489		-0.514000013470649	0.0675891959384156	-3.64866446073072	1.17012271328587	0.108121593555431	-0.514000008503596	Q96H79	Zinc finger CCCH-type antiviral protein 1-like	ZC3HAV1L
-0.513700008392334	-0.595600008964539	-0.431800007820129	+	-0.513700008392334	0.00836662454322665	-10.863913408641	2.07744971991116	0.0286671693596924	-0.513700008392334	A0A024RAC0	Leucine zipper protein 1, isoform CRA_a	LUZP1
-0.417800009250641	-0.512950003147125	-0.60809999704361	+	-0.512950003147125	0.011275917479278	-9.33742011754625	1.94784811109289	0.0333649835701845	-0.512950003147125	P15289-2	Isoform 2 of Arylsulfatase A	ARSA
-0.650300025939941	-0.407099992036819	-0.512899994850159	+	-0.512899994850159	0.0176143384741282	-7.43480821755535	1.75413366258406	0.0429714091401818	-0.523433337608973	A0A140VJL6	Testicular tissue protein Li 92	NA
-0.252400010824203	-0.825999975204468	-0.512399971485138		-0.512399971485138	0.0854459904686226	-3.19775142090863	1.06830831520829	0.129637825014292	-0.530266652504603	Q9H4Z3	Phosphorylated CTD-interacting factor 1	PCIF1
-0.510900020599365	-0.558799982070923	-0.433899998664856	+	-0.510900020599365	0.00522749425679811	-13.7767032004635	2.28170643566949	0.0222020948459772	-0.501200000445048	Q9Y2R4	Probable ATP-dependent RNA helicase DDX52	DDX52
-0.413100004196167	-0.510900020599365	-0.608699977397919	+	-0.510899990797043	0.0119954096419281	-9.04810698245049	1.92098493292031	0.0343425613041844	-0.51090000073115	A0A024R3C7	Ataxia telangiectasia mutated (Includes complementation groups A, C and D), isoform CRA_a	ATM
-0.390599995851517	-0.509500026702881	-0.574500024318695	+	-0.509500026702881	0.0117870662572465	-9.12916847250726	1.92859427521332	0.0341032580022845	-0.491533348957698	Q96F88	Processing of 1, ribonuclease P/MRP subunit (S. cerevisiae)	POP1
-0.399699985980988	-0.509399950504303	-0.619099974632263	+	-0.509399980306625	0.0151092739987179	-8.04290513130374	1.82075638647185	0.039102461991962	-0.509399970372518	Q14691	DNA replication complex GINS protein PSF1	GINS1
-0.53710001707077	-0.439999997615814	-0.507600009441376	+	-0.507600009441376	0.00335557779076071	-17.2195270144046	2.47423268869248	0.0182234183973126	-0.494900008042653	Q9NR09	Baculoviral IAP repeat-containing protein 6	BIRC6
-0.557099997997284	-0.230199992656708	-0.507099986076355		-0.507099986076355	0.0512845302991242	-4.2440801060847	1.29001361786105	0.0872552294907853	-0.431466658910116	Q9HCE1	Putative helicase MOV-10	MOV10
-0.616999983787537	-0.346799999475479	-0.50629997253418		-0.50629997253418	0.0246677619102702	-6.24859860300257	1.60787025197577	0.0522874837342368	-0.490033318599065	Q8WVJ2	NudC domain-containing protein 2	NUDCD2
-0.505699992179871	-0.5314000248909	-0.474500000476837	+	-0.505699992179871	0.00106431230640363	-30.6279954547198	2.97293091617065	0.0117520097854325	-0.503866672515869	Q9NXV6	CDKN2A-interacting protein	CDKN2AIP
-0.597299993038177	-0.50475001335144	-0.412200003862381	+	-0.504749998450279	0.0110217943009997	-9.44627437666554	1.95774770726187	0.032982203770439	-0.504750003417333	Q53X57	Caveolin (Fragment)	CAV2
-0.392300009727478	-0.615700006484985	-0.504000008106232	+	-0.504000008106231	0.0159814015056677	-7.81516234311033	1.79638513744468	0.0404193647764262	-0.504000008106232	Q15796-2	Isoform Short of Mothers against decapentaplegic homolog 2	SMAD2
-1.46150004863739	0.454199999570847	-0.503650009632111		-0.503650024533271	0.458570544664752	-0.910734885182937	0.338593841147949	0.520492824270482	-0.503650019566218	P16402	Histone H1.3	HIST1H1D
-0.814400017261505	-0.503600001335144	-0.424600005149841		-0.503600001335144	0.0394831842837658	-4.88234651065999	1.40358782915505	0.0723387331191235	-0.580866674582163	P18827	Syndecan-1	SDC1
-0.607299983501434	-0.503600001335144	-0.399899989366531	+	-0.503599986433983	0.0138412251500376	-8.41138657532743	1.85882547518025	0.0371737828826082	-0.503599991401037	A8K8F9	Phosphoinositide phospholipase C	NA
-0.944599986076355	-0.061599999666214	-0.503099977970123		-0.503099992871284	0.187127978487472	-1.97371407101212	0.727861273851112	0.24293891001636	-0.503099987904231	A0A0A6YYC7	HCG2042749, isoform CRA_d	ZFP91-CNTF
-0.502300024032593	-0.476599991321564	-0.708500027656555	+	-0.502300024032593	0.0166030978718716	-7.66380515006487	1.77981087201206	0.0414554729974661	-0.562466681003571	O95140	Mitofusin-2	MFN2
-0.501699984073639	-0.52590000629425	-0.499000012874603	+	-0.501699984073639	0.000282338286401032	-59.5008450994889	3.54923022548306	0.00748854760666761	-0.508866667747498	G3V325	ATP5J2-PTCD1 readthrough	ATP5J2-PTCD1
-0.616800010204315	-0.281800001859665	-0.501600027084351		-0.501600027084351	0.0415810097968055	-4.74974272542605	1.38110496805493	0.0750275604969773	-0.466733346382777	Q9H2U2	Inorganic pyrophosphatase 2, mitochondrial	PPA2
-0.524999976158142	-0.440100014209747	-0.501399993896484	+	-0.501399993896484	0.00266819382086022	-19.3206116569273	2.57378262592905	0.0167328835333589	-0.488833328088125	J3KMZ7	Integrator complex subunit 2	INTS2
-0.452699989080429	-0.500450015068054	-0.548200011253357	+	-0.500450000166893	0.00302087608637753	-18.1529764541276	2.51986709731491	0.0177529823896863	-0.500450005133947	Q6IA86-4	Isoform 4 of Elongator complex protein 2	ELP2
-0.49889999628067	-0.4341000020504	-0.513899981975555	+	-0.49889999628067	0.00256757316820078	-19.6970423508741	2.59047717145415	0.0164279105689993	-0.482299993435542	E9PN17	ATP synthase subunit g, mitochondrial	ATP5L
-0.534099996089935	-0.498600006103516	-0.251899987459183		-0.498600006103516	0.0403688229390532	-4.82513127549645	1.39395391345555	0.0733054290914814	-0.428199996550878	Q99836-5	Isoform 5 of Myeloid differentiation primary response protein MyD88	MYD88
-0.497000008821487	-0.356900006532669	-0.501699984073639	+	-0.497000008821487	0.0108714821600975	-9.51243978077002	1.96371124286539	0.0327416124865699	-0.451866666475932	P11908	Ribose-phosphate pyrophosphokinase 2	PRPS2
-0.749899983406067	-0.496499985456467	-0.211600005626678		-0.496499985456467	0.0889119953335929	-3.12575406759466	1.05103964796104	0.133904236329024	-0.485999991496404	Q07020-2	Isoform 2 of 60S ribosomal protein L18	RPL18
-0.740299999713898	-0.0242999996989965	-0.496399998664856		-0.496399998664856	0.183496764618914	-2.00004890124139	0.736371593929163	0.239073536999382	-0.420333332692583	X5D7P8	Serine threonine kinase 39 isoform D (Fragment)	STK39
-0.473300009965897	-0.494599997997284	-0.603500008583069	+	-0.494599997997284	0.0058736042422398	-12.9905614476532	2.23109531920144	0.0236837519838077	-0.523800005515417	Q9H7Z7	Prostaglandin E synthase 2	PTGES2
-0.493799984455109	-0.311699986457825	-0.675899982452393		-0.493799984455109	0.0424645536808758	-4.69679665710775	1.37197343620693	0.0762722983400875	-0.493799984455109	Q9H0X9	Oxysterol-binding protein-related protein 5	OSBPL5
-0.49329999089241	-0.551500022411346	-0.435099989175797	+	-0.493300005793571	0.00460779255026034	-14.6807633925579	2.33650707306131	0.0210190187437287	-0.493300000826518	A8K1K8	Chromosome 18 open reading frame 55, isoform CRA_b	C18orf55
-0.493100017309189	-0.682600021362305	-0.303600013256073		-0.493100017309189	0.0458690215629581	-4.50698820541035	1.33848052382597	0.0805224695955336	-0.493100017309189	Q8WUX2	Glutathione-specific gamma-glutamylcyclotransferase 2	CHAC2
-0.268500000238419	-0.492900013923645	-0.542400002479553		-0.492900013923645	0.0356026805830025	-5.15721191084191	1.44851730208272	0.066954490043279	-0.434600005547206	O00629	Importin subunit alpha-3	KPNA4
-0.603799998760223	-0.491400003433228	-0.226699993014336		-0.491400003433228	0.058740253927397	-3.94198302258503	1.23106418074726	0.0970911719782206	-0.440633331735929	Q13045-2	Isoform 2 of Protein flightless-1 homolog	FLII
-0.509199976921082	-0.472000002861023	-0.490599989891052	+	-0.490599989891052	0.000478781072326579	-45.6851989903099	3.31986302690936	0.00888000112043329	-0.490599989891052	Q53GQ0	Very-long-chain 3-oxoacyl-CoA reductase	HSD17B12
-0.489449977874756	-0.558799982070923	-0.420100003480911	+	-0.489449992775917	0.00662555049546486	-12.2242593527431	2.17877802310046	0.0252352631426212	-0.489449987808863	Q0JRZ9-3	Isoform 3 of F-BAR domain only protein 2	FCHO2
-0.488999992609024	-0.365399986505508	-0.640699982643127		-0.488999992609024	0.0245805887288207	-6.26009023178334	1.60940771955471	0.0521675098268467	-0.49836665391922	Q53HC9	EARP-interacting protein	EIPR1
-0.487800002098084	-0.428799986839294	-0.546800017356873	+	-0.487800002098083	0.00484101935439705	-14.3202401535009	2.31506318106127	0.0216052119217924	-0.487800002098084	Q96BK5	PIN2/TERF1-interacting telomerase inhibitor 1	PINX1
-0.0403000004589558	-0.666999995708466	-0.487399995326996		-0.487399995326996	0.166035859555897	-2.13730256739539	0.779798107318124	0.221222686330905	-0.398233330498139	Q8WTV0-4	Isoform 4 of Scavenger receptor class B member 1	SCARB1
-0.468800008296967	-0.485700011253357	-0.502600014209747	+	-0.485700011253357	0.00040332326657405	-49.7785177256141	3.39434672405421	0.00841766782648115	-0.485700011253357	Q13131	5-AMP-activated protein kinase catalytic subunit alpha-1	PRKAA1
-0.498199999332428	-0.339599996805191	-0.485100001096725	+	-0.485100001096725	0.0130250608281626	-8.67630975269047	1.8852202398309	0.0359498915643446	-0.440966665744781	A0A024QZY0	Biphenyl hydrolase-like (Serine hydrolase breast epithelial mucin-associated antigen), isoform CRA_d	BPHL
-0.483850002288818	-0.459699988365173	-0.508000016212463	+	-0.483850002288818	0.000829376011119622	-34.7019587589563	3.08124853032849	0.0108509248815511	-0.483850002288818	A0A024RAT6	Uncharacterized protein	FLJ22028
-0.518299996852875	-0.483249992132187	-0.448199987411499	+	-0.483249992132187	0.00174892308526484	-23.8805542481473	2.75722928965228	0.0141865941421338	-0.483249992132187	Q96RS6	NudC domain-containing protein 1	NUDCD1
-0.443500012159348	-0.555299997329712	-0.482899993658066	+	-0.482899993658066	0.00436522126527224	-15.0859058636869	2.35999373779856	0.0205382055665579	-0.493900001049042	O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase	ACOT7
-0.403400003910065	-0.527400016784668	-0.482300013303757	+	-0.482300013303757	0.0058660988682088	-12.9989428467681	2.23165062165478	0.023681829735098	-0.471033344666163	Q2NLD4	PURA protein (Fragment)	PURA
-0.579900026321411	-0.25670000910759	-0.482100009918213		-0.482100009918213	0.044269203132006	-4.59351552907502	1.35389829553037	0.0786331300642309	-0.439566681782405	V9HWA0	Aminoacylase 1	HEL-S-5
-0.68860000371933	-0.358500003814697	-0.481700003147125		-0.481700003147125	0.033909547453991	-5.29139331082644	1.46967800615058	0.0647456073899007	-0.509600003560384	Q17RY6	Lymphocyte antigen 6K	LY6K
-0.546199977397919	-0.481000006198883	-0.470499992370605	+	-0.481000006198883	0.00224194768874443	-21.0841480354839	2.64937452499541	0.0157919409552895	-0.499233325322469	Q5TZZ9	Annexin	ANXA1
-0.789600014686584	-0.480800002813339	0.033100001513958		-0.480800002813339	0.227772267320624	-1.71889839236895	0.642499155674469	0.286214798299447	-0.412433338661989	Q53H34	Ribosomal protein L13a variant (Fragment)	NA
-0.342700004577637	-0.478199988603592	-0.52920001745224	+	-0.478199988603592	0.014948865393725	-8.08693231911605	1.82539176867367	0.0388465026823025	-0.450033336877823	Q9BZJ0-2	Isoform 2 of Crooked neck-like protein 1	CRNKL1
-0.777499973773956	-0.321200013160706	-0.477800011634827		-0.477800011634827	0.0591882584026304	-3.92561984692804	1.2277644391896	0.0976739827568905	-0.525499999523163	F1T0L5	ATP-dependent RNA helicase DDX51	DDX51
-0.477349996566772	-0.690299987792969	-0.264400005340576		-0.477349996566772	0.0603907555396008	-3.88257563330094	1.21902953737317	0.0988932429036447	-0.477349996566772	Q8WXE1-5	Isoform 4 of ATR-interacting protein	ATRIP
-0.56580001115799	-0.278400003910065	-0.47639998793602		-0.47639998793602	0.0352560728549657	-5.18390586184143	1.45276606506349	0.06649809761917	-0.440200001001358	A0A140VJF4	Biliverdin reductase A	NA
-0.287800014019012	-0.482800006866455	-0.473800003528595	+	-0.473800003528595	0.0226789837696182	-6.52682321304836	1.64437640979493	0.049726389613014	-0.414800008138021	A0A024R688	Menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis), isoform CRA_a	MNAT1
-0.559400022029877	-0.386700004339218	-0.473050028085709	+	-0.473050013184548	0.0109251296827447	-9.48866906110433	1.96157340856236	0.0328202685677923	-0.473050018151601	A0A087WUX8	MICOS complex subunit	APOOL
-0.447699993848801	-0.472499996423721	-0.579599976539612	+	-0.472499996423721	0.00648980938261685	-12.3527065198655	2.18776805907192	0.0249746771110031	-0.499933322270711	Q9H9B4	Sideroflexin-1	SFXN1
-0.484100013971329	-0.42399999499321	-0.472299993038177	+	-0.472299993038177	0.00159265239902204	-25.0276606257614	2.79787899987972	0.0138182841196444	-0.460133334000905	Q8IXM2	Chromatin complexes subunit BAP18	BAP18
-0.293700009584427	-0.471949994564056	-0.650200009346008		-0.471950009465217	0.0444062194417396	-4.58592648287829	1.35255619077257	0.0787921808530921	-0.471950004498164	H7C561	Splicing factor 1 (Fragment)	SF1
-0.471799999475479	-0.233999997377396	-0.484699994325638		-0.471799999475479	0.0396869901564904	-4.86901393544587	1.40135183657294	0.0725348436071179	-0.396833330392838	A0A024RD47	Nuclear receptor co-repressor 1, isoform CRA_a	NCOR1
-0.422500014305115	-0.517199993133545	-0.471599996089935	+	-0.471599996089935	0.00336144452295277	-17.2044178259409	2.47347405191963	0.0182234183973126	-0.470433334509532	Q8IZ69	tRNA (uracil-5-)-methyltransferase homolog A	TRMT2A
-0.319000005722046	-0.506500005722046	-0.470999985933304	+	-0.470999985933304	0.0172480862577126	-7.51543718851471	1.76325908458059	0.0425027486445788	-0.432166665792465	Q32P41	tRNA (guanine(37)-N1)-methyltransferase	TRMT5
-0.195099994540215	-0.558399975299835	-0.470200002193451		-0.470200002193451	0.0650023942781002	-3.72838372723894	1.18707064703893	0.104967588585274	-0.407899990677834	O94925-3	Isoform 3 of Glutaminase kidney isoform, mitochondrial	GLS
-0.493800014257431	-0.444499999284744	-0.469150006771088	+	-0.469150006771087	0.000918946950578821	-32.9651684101514	3.03670955905559	0.0112339392876697	-0.469150006771088	O14939-4	Isoform PLD2B of Phospholipase D2	PLD2
-0.46900001168251	-0.487800002098084	-0.450199991464615	+	-0.46899999678135	0.000535180476886228	-43.2091273108233	3.2714997469864	0.00923595865072747	-0.469000001748403	A0A024R294	Chromosome 18 open reading frame 24, isoform CRA_a	C18orf24
-0.476999998092651	-0.468649983406067	-0.460299998521805	+	-0.468649998307228	0.000105799960991991	-97.2126501670402	3.97551448321852	0.00530970599800983	-0.468649993340174	B3KRB2	cDNA FLJ33964 fis, clone CTONG2019029, highly similar to Pseudouridylate synthase 7 homolog (EC 5.4.99.-)	NA
-0.389899998903275	-0.467849999666214	-0.545799970626831	+	-0.467849984765053	0.00912683344564986	-10.3956393958852	2.03967988406731	0.0298914007735471	-0.467849989732107	F5H7C4	Methionine-R-sulfoxide reductase B3 (Fragment)	MSRB3
-0.405499994754791	-0.466800004243851	-0.52810001373291	+	-0.46680000424385	0.00569918878753072	-13.1895791054978	2.2441869566673	0.0232278243641854	-0.466800004243851	B4DL14	ATP synthase subunit gamma	NA
-0.569199979305267	-0.429500013589859	-0.466500014066696	+	-0.466500014066696	0.00724128945818337	-11.6875475838356	2.14018409206801	0.0265151364305811	-0.488400002320607	A0A024R2Q9	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	OXSM
-0.566299974918365	-0.386999994516373	-0.466100007295609	+	-0.466100007295609	0.0118104125835512	-9.11997901484691	1.92773493052964	0.0341032580022845	-0.473133325576782	A8K6H9	cDNA FLJ75876, highly similar to Homo sapiens solute carrier family 38, member 2 (SLC38A2), mRNA	NA
-0.465200006961823	-0.641099989414215	-0.415199995040894	+	-0.465200006961823	0.0177601158916124	-7.40340588485229	1.75055420460926	0.0431364237262729	-0.507166663805644	O94919	Endonuclease domain-containing 1 protein	ENDOD1
-0.400400012731552	-0.465099990367889	-0.516499996185303	+	-0.465099990367889	0.00527422503210076	-13.7150514662463	2.27784134439425	0.0222395040675447	-0.460666666428248	Q53Y83	Galactosidase, alpha	GLA
-0.282599985599518	-0.594500005245209	-0.46399998664856		-0.46399998664856	0.0385742717466678	-4.94306061452297	1.4137022643673	0.0710549467648558	-0.447033325831095	Q9P265	Disco-interacting protein 2 homolog B	DIP2B
-0.519599974155426	-0.405299991369247	-0.462449997663498	+	-0.462449982762337	0.0050522007576374	-14.0155203278048	2.29651940963367	0.0218886688294978	-0.46244998772939	Q02218	2-oxoglutarate dehydrogenase, mitochondrial	OGDH
-0.537800014019012	-0.462399989366531	-0.452800005674362	+	-0.462399989366531	0.00306520412705405	-18.0206357821468	2.51354059837434	0.0178471368641269	-0.484333336353302	A0A024QZ77	EF-hand domain family, member D2, isoform CRA_a	EFHD2
-0.461800009012222	-0.328900009393692	-0.486099988222122	+	-0.461800009012222	0.0129227193040566	-8.71127691476767	1.88864608893525	0.0358776962882668	-0.425600002209346	D3DN44	HCG2023567, isoform CRA_a	hCG_2023567
-0.461600005626678	-0.328000009059906	-0.557799994945526	+	-0.461600005626678	0.0213073826012471	-6.74073247545111	1.67146989574168	0.0476923880785338	-0.449133336544037	A0A140VJC9	Lysophospholipase II, isoform CRA_f	LYPLA2
-0.461600005626678	-0.532700002193451	-0.391200006008148	+	-0.461600005626678	0.00773222800260184	-11.306227065071	2.11169534837772	0.0274869966224313	-0.461833337942759	B4DNJ7	Inosine-5-monophosphate dehydrogenase	IMPDH
-0.785399973392487	-0.461050003767014	-0.136700004339218		-0.461049988865853	0.132871833683714	-2.46203805654613	0.876567079400259	0.185030169826931	-0.461049993832906	B4E3D9	cDNA FLJ59152, highly similar to PITSLRE serine/threonine-protein kinaseCDC2L1 (EC 2.7.11.22)	NA
-0.473300009965897	-0.447899997234344	-0.460599988698959	+	-0.46060000360012	0.000253322461472414	-62.8174967180844	3.59632629132759	0.00713782343586244	-0.460599998633067	M0QZR4	Rho guanine nucleotide exchange factor 1	ARHGEF1
-0.467299997806549	-0.460299998521805	-0.460500001907349	+	-0.460500001907349	2.4723721651282E-05	-201.110628898092	4.60688615449909	0.00267229061724429	-0.462699999411901	Q9NQX3	Gephyrin	GPHN
-0.364399999380112	-0.556599974632263	-0.460499972105026	+	-0.460499987006187	0.0142080010726342	-8.29978644204428	1.84746700960838	0.0377234227315883	-0.460499982039134	A0A024R073	Cleavage and polyadenylation specific factor 3-like, isoform CRA_c	CPSF3L
-0.376199990510941	-0.458799988031387	-0.488599985837936	+	-0.458799988031387	0.00575628450730417	-13.1234376064114	2.23985774900844	0.0234314903247292	-0.441199988126755	P19105	Myosin regulatory light chain 12A	MYL12A
-0.458299994468689	-0.481599986553192	-0.435000002384186	+	-0.458299994468689	0.000860458181528245	-34.0686328411359	3.06527023163842	0.0109746323832934	-0.458299994468689	Q8IWZ3	Ankyrin repeat and KH domain-containing protein 1	ANKHD1
-0.483900010585785	-0.457600027322769	-0.431300014257431	+	-0.457600012421608	0.00109926287569946	-30.1363698244644	2.95889844818665	0.0118287766563375	-0.457600017388662	O00522-3	Isoform 3 of Krev interaction trapped protein 1	KRIT1
-0.408699989318848	-0.457599997520447	-0.616699993610382	+	-0.457599997520447	0.0157540484782458	-7.87271980145484	1.80260782245689	0.0400530693350916	-0.494333326816559	Q92845-2	Isoform 2 of Kinesin-associated protein 3	KIFAP3
-0.460200011730194	-0.44420000910759	-0.457100003957748	+	-0.457100003957748	0.000116509850353693	-92.6361986806839	3.9336373555529	0.00547168737578502	-0.453833341598511	A0A087WYP2	Selenoprotein H	SELENOH
-0.500100016593933	-0.41389998793602	-0.457000017166138	+	-0.457000002264977	0.00295171878568107	-18.3653586966498	2.52992503011317	0.0175356291498592	-0.45700000723203	G3V5S9	rRNA-processing protein FCF1 homolog	FCF1
-0.640399992465973	-0.432099997997284	-0.45660001039505	+	-0.45660001039505	0.0162273166754523	-7.75426160101957	1.78975328851584	0.0408596330849047	-0.509700000286102	A0A024R328	Protein kinase C delta type	PRKCD
-0.456400007009506	-0.167400002479553	-0.558799982070923		-0.456400007009506	0.0781573336664175	-3.36378337605886	1.10703026701601	0.120917921515675	-0.394199997186661	A0A0A8K8C0	Up-regulated in lung cancer 2	URLC2
-0.45210000872612	-0.46000000834465	-0.456050008535385	+	-0.456050008535385	2.50052769201572E-05	-199.975145245004	4.60196833150902	0.00267229061724429	-0.456050008535385	O00429	Dynamin-1-like protein	DNM1L
-0.417899996042252	-0.455900013446808	-0.541999995708466	+	-0.455900013446808	0.0059965488643378	-12.8555081721383	2.22209862305021	0.0239164943293583	-0.471933335065842	Q9UBR2	Cathepsin Z	CTSZ
-0.455399990081787	-0.481599986553192	-0.350600004196167	+	-0.455399990081787	0.00858302406145498	-10.7243278292628	2.0663596701326	0.0290009902015573	-0.429199993610382	X5DR54	NudE neurodevelopment protein 1 isoform B (Fragment)	NDE1
-0.261599987745285	-0.455199986696243	-0.529500007629395		-0.455199986696243	0.0350163796071893	-5.20259298933217	1.45572875826387	0.0661679022529903	-0.415433327356974	Q2KHR3	Glutamine and serine-rich protein 1	QSER1
-0.483500003814697	-0.444799989461899	-0.455199986696243	+	-0.455199986696243	0.000628104503655132	-39.8822254846864	3.2019680925925	0.00987835771593831	-0.461166659990946	Q96CS2	HAUS augmin-like complex subunit 1	HAUS1
-0.406800001859665	-0.50330001115799	-0.455049991607666	+	-0.455050006508827	0.00372668089868983	-16.3351223899109	2.42867778319264	0.019129861003531	-0.455050001541774	Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial	PGAM5
-0.369500011205673	-0.453700006008148	-0.460999995470047	+	-0.453700006008148	0.00467100323802236	-14.5803957890332	2.33058983166456	0.0211679560015375	-0.428066670894623	B4E2V5	cDNA FLJ52062, highly similar to Erythrocyte band 7 integral membrane protein	NA
-0.451400011777878	-0.191799998283386	-0.490200012922287		-0.451400011777878	0.0563304993138052	-4.03321994660642	1.24925639942412	0.0938352833750525	-0.377800007661184	P42025	Beta-centractin	ACTR1B
-0.289400011301041	-0.552299976348877	-0.451099991798401		-0.451099991798401	0.0301432267328749	-5.62872985711008	1.52081025974855	0.0599934594259597	-0.430933326482773	Q9Y6D5	Brefeldin A-inhibited guanine nucleotide-exchange protein 2	ARFGEF2
-0.403600007295609	-0.45100000500679	-0.614600002765656	+	-0.45100000500679	0.0166097236018435	-7.66223759891793	1.77963759447189	0.0414554729974661	-0.489733338356018	Q8N201	Integrator complex subunit 1	INTS1
-0.258199989795685	-0.620500028133392	-0.450500011444092		-0.450500011444092	0.0515178061402722	-4.23367268862475	1.28804263961772	0.0875563245483277	-0.443066676457723	Q9NSI2-2	Isoform B of Protein FAM207A	FAM207A
-0.449699997901917	-0.480500012636185	0.210899993777275		-0.449699997901917	0.39907231351371	-1.06322591727264	0.398948401269585	0.46103614824573	-0.239766672253609	Q6NS38	DNA oxidative demethylase ALKBH2	ALKBH2
-0.449249982833862	-0.488000005483627	-0.41049998998642	+	-0.449249997735023	0.00247078110583656	-20.0806107298212	2.60716571882235	0.0161353638489572	-0.44924999276797	A0A024RAN2	Calpastatin, isoform CRA_a	CAST
-0.415199995040894	-0.448500007390976	-0.481799989938736	+	-0.448499992489815	0.00183251362313698	-23.3280730840353	2.73695279766831	0.014332308417593	-0.448499997456868	E9PHV5	Sperm-specific antigen 2	SSFA2
-0.44744998216629	-0.527700006961823	-0.36719998717308	+	-0.447449997067451	0.0105526812357795	-9.65739605250476	1.97663717122584	0.0322888083582533	-0.447449992100398	B4DSI9	cDNA FLJ56483, highly similar to Eukaryotic translation initiation factor 4 gamma 1	NA
-0.447299987077713	-0.469500005245209	-0.352699995040894	+	-0.447299987077713	0.00708573805484501	-11.8165281099428	2.14961490674907	0.0262978288739982	-0.423166662454605	O60783	28S ribosomal protein S14, mitochondrial	MRPS14
-0.466100007295609	-0.446900010108948	-0.427700012922287	+	-0.446900010108948	0.000614695119198429	-40.3152935850172	3.2113402352501	0.00987835771593831	-0.446900010108948	B2RD09	cDNA, FLJ96406, highly similar to Homo sapiens NOL1/NOP2/Sun domain family, member 5 (NSUN5), transcript variant 1, mRNA	NA
-0.358000010251999	-0.564800024032593	-0.446799993515015	+	-0.446799993515015	0.0167807572207799	-7.62209270300431	1.77518844580867	0.0417009577536395	-0.456533342599869	Q86US8	Telomerase-binding protein EST1A	SMG6
-0.520399987697601	-0.371199995279312	-0.445800006389618	+	-0.445799991488457	0.00920549163149788	-10.3505130631244	2.03595302221138	0.0299383167753316	-0.44579999645551	B7ZKK7	eIF2AK2 protein	EIF2AK2
-0.400599986314774	-0.482100009918213	-0.441350013017654	+	-0.441349998116494	0.00282957761596194	-18.7592736016321	2.54827839850378	0.0171047082781385	-0.441350003083547	P57081	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	WDR4
-0.270399987697601	-0.549199998378754	-0.441100001335144		-0.441100001335144	0.0353311841543512	-5.1780884524415	1.45184180659139	0.0665491881005552	-0.420233329137166	A0A0A0MRP0	MAP7 domain-containing protein 3 (Fragment)	MAP7D3
-0.440849989652634	-0.36269998550415	-0.518999993801117	+	-0.440849989652634	0.0103132579604248	-9.77062751198065	1.98660411963634	0.0318225240874655	-0.440849989652634	Q96HR3-2	Isoform 2 of Mediator of RNA polymerase II transcription subunit 30	MED30
-0.141699999570847	-0.439599990844727	-0.548699975013733		-0.439599990844727	0.0903635182179209	-3.09678425683675	1.04400686859	0.135850469822419	-0.376666655143102	A0A140VJI5	Dual specificity phosphatase 23	DUSP23
-0.438699990510941	-0.60479998588562	-0.272599995136261		-0.43869999051094	0.0446108156569709	-4.57465800122934	1.35055983617806	0.079018257894494	-0.438699990510941	Q8IZ81	ELMO domain-containing protein 2	ELMOD2
-0.439500004053116	-0.420500010251999	-0.438400000333786	+	-0.438400000333786	0.000202394988483659	-70.2803944948624	3.6938002452949	0.0064351549443963	-0.432800004879634	Q96HW7	Integrator complex subunit 4	INTS4
-0.230800002813339	-0.436700016260147	-0.642599999904633		-0.436700001358986	0.0667654958295758	-3.67356287208265	1.17544793106467	0.107172331620657	-0.43670000632604	A0A0S2Z4A7	Fanconi anemia complementation group G isoform 3	FANCG
-0.436699986457825	-0.375400006771088	-0.44760000705719	+	-0.436699986457825	0.00285172190582692	-18.6859851984073	2.54489282827974	0.0172145807026729	-0.419900000095367	A0A0G2JNZ2	Protein scribble homolog	SCRIB
-0.485300004482269	-0.319799989461899	-0.434899985790253	+	-0.434899985790253	0.0137518878876458	-8.43923873057373	1.86163767689519	0.0370675645600736	-0.41333332657814	Q13724-2	Isoform 2 of Mannosyl-oligosaccharide glucosidase	MOGS
-0.521899998188019	-0.379200011491776	-0.433400005102158	+	-0.433400005102158	0.00862794119951963	-10.6960119465443	2.06409282348343	0.0290377587013202	-0.444833338260651	Q6LES9	RFC5 protein (Fragment)	RFC5
-0.448100000619888	-0.400499999523163	-0.432500004768372	+	-0.432500004768372	0.00107463718058027	-30.4802705437242	2.96873813767254	0.0117544182209183	-0.427033334970474	B4DH44	cDNA FLJ52538, highly similar to Dual specificity mitogen-activated proteinkinase kinase 4 (EC 2.7.12.2)	NA
